=== UNITY CONSOLE LOG ===
Session started: 7/14/2025 4:40:20 PM
Unity Version: 6000.0.45f1
Platform: WindowsEditor

[16:40:21.041] [0.000s] [INFO] SimpleTowerDefenseAgent: OnEpisodeBegin called
[16:40:21.046] [0.000s] [INFO] Heuristic: Building tower on node 0
[16:40:21.050] [0.000s] [INFO] Building MachineGunTowerData at position (2.71, 2.41, 0.00)
[16:40:21.051] [0.000s] [INFO] Tower MachineGunTower(Clone) initialized at (2.71, 2.41, 0.00)
[16:40:21.052] [0.000s] [INFO] Tower MachineGunTower(Clone) initialized successfully
[16:40:42.583] [20.860s] [INFO] Heuristic: No actions available
[16:40:42.604] [20.880s] [INFO] Heuristic: No actions available
[16:40:42.623] [20.900s] [INFO] Heuristic: No actions available
[16:40:42.644] [20.920s] [INFO] Heuristic: No actions available
[16:40:42.663] [20.940s] [INFO] Heuristic: No actions available
[16:40:42.683] [20.960s] [INFO] Heuristic: No actions available
[16:40:42.703] [20.980s] [INFO] Heuristic: No actions available
[16:40:42.723] [21.000s] [INFO] Heuristic: No actions available
[16:40:42.743] [21.020s] [INFO] Heuristic: No actions available
[16:40:42.762] [21.040s] [INFO] Heuristic: No actions available
[16:40:42.783] [21.060s] [INFO] Heuristic: No actions available
[16:40:42.803] [21.080s] [INFO] Observations - Money: 0, Lives: 20, Wave: 1, Enemies: 0
[16:40:42.803] [21.080s] [INFO] Heuristic: No actions available
[16:40:42.824] [21.100s] [INFO] Heuristic: No actions available
[16:40:42.843] [21.120s] [INFO] Heuristic: No actions available
[16:40:42.864] [21.140s] [INFO] Heuristic: No actions available
[16:40:42.883] [21.160s] [INFO] Heuristic: No actions available
[16:40:42.904] [21.180s] [INFO] Heuristic: No actions available
[16:40:42.923] [21.200s] [INFO] Heuristic: No actions available
[16:40:42.943] [21.220s] [INFO] Heuristic: No actions available
[16:40:42.963] [21.240s] [INFO] Heuristic: No actions available
[16:40:42.982] [21.260s] [INFO] Heuristic: No actions available
[16:40:43.002] [21.280s] [INFO] Heuristic: No actions available
[16:40:43.023] [21.300s] [INFO] Heuristic: No actions available
[16:40:43.042] [21.320s] [INFO] Heuristic: No actions available
[16:40:43.062] [21.340s] [INFO] Heuristic: No actions available
[16:40:43.083] [21.360s] [INFO] Heuristic: No actions available
[16:40:43.103] [21.380s] [INFO] Heuristic: No actions available
[16:40:43.122] [21.400s] [INFO] Heuristic: No actions available
[16:40:43.144] [21.420s] [INFO] Heuristic: No actions available
[16:40:43.162] [21.440s] [INFO] Heuristic: No actions available
[16:40:43.182] [21.460s] [INFO] Heuristic: No actions available
[16:40:43.203] [21.480s] [INFO] Heuristic: No actions available
[16:40:43.226] [21.500s] [INFO] Heuristic: No actions available
[16:40:43.244] [21.520s] [INFO] Heuristic: No actions available
[16:40:43.263] [21.540s] [INFO] Heuristic: No actions available
[16:40:43.284] [21.560s] [INFO] Heuristic: No actions available
[16:40:43.303] [21.580s] [INFO] Heuristic: No actions available
[16:40:43.323] [21.600s] [INFO] Heuristic: No actions available
[16:40:43.344] [21.620s] [INFO] Heuristic: No actions available
[16:40:43.363] [21.640s] [INFO] Heuristic: No actions available
[16:40:43.383] [21.660s] [INFO] Heuristic: No actions available
[16:40:43.404] [21.680s] [INFO] Heuristic: No actions available
[16:40:43.424] [21.700s] [INFO] Heuristic: No actions available
[16:40:43.442] [21.720s] [INFO] Heuristic: No actions available
[16:40:43.463] [21.740s] [INFO] Heuristic: No actions available
[16:40:43.483] [21.760s] [INFO] Heuristic: No actions available
[16:40:43.503] [21.780s] [INFO] Heuristic: No actions available
[16:40:43.522] [21.800s] [INFO] Heuristic: No actions available
[16:40:43.542] [21.820s] [INFO] Heuristic: No actions available
[16:40:43.562] [21.840s] [INFO] Heuristic: No actions available
[16:40:43.583] [21.860s] [INFO] Heuristic: No actions available
[16:40:43.602] [21.880s] [INFO] Heuristic: No actions available
[16:40:43.623] [21.900s] [INFO] Heuristic: No actions available
[16:40:43.642] [21.920s] [INFO] Heuristic: No actions available
[16:40:43.662] [21.940s] [INFO] Heuristic: No actions available
[16:40:43.683] [21.960s] [INFO] Heuristic: No actions available
[16:40:43.688] [21.966s] [INFO] Spawned enemy: RunnerEnemy(Clone) with tag: Enemy at position: (-8.06, 6.36, 0.00)
[16:40:43.689] [21.966s] [INFO] Enemies alive: 1
[16:40:43.690] [21.966s] [INFO] Set initial target for RunnerEnemy(Clone): Waypoint (0), total waypoints: 4
[16:40:43.690] [21.966s] [INFO] Enemy RunnerEnemy(Clone) starting movement with speed 1.8, target: Waypoint (0)
[16:40:43.693] [21.971s] [INFO] Enemy RunnerEnemy(Clone) moving to waypoint 1: Waypoint (1)
[16:40:43.702] [21.980s] [INFO] Heuristic: No actions available
[16:40:43.723] [22.000s] [INFO] Heuristic: No actions available
[16:40:43.743] [22.020s] [INFO] Heuristic: No actions available
[16:40:43.762] [22.040s] [INFO] Heuristic: No actions available
[16:40:43.783] [22.060s] [INFO] Heuristic: No actions available
[16:40:43.802] [22.080s] [INFO] Observations - Money: 0, Lives: 20, Wave: 1, Enemies: 1
[16:40:43.803] [22.080s] [INFO] Heuristic: No actions available
[16:40:43.824] [22.100s] [INFO] Heuristic: No actions available
[16:40:43.844] [22.120s] [INFO] Heuristic: No actions available
[16:40:43.863] [22.140s] [INFO] Heuristic: No actions available
[16:40:43.883] [22.160s] [INFO] Heuristic: No actions available
[16:40:43.904] [22.180s] [INFO] Heuristic: No actions available
[16:40:43.922] [22.200s] [INFO] Heuristic: No actions available
[16:40:43.943] [22.220s] [INFO] Heuristic: No actions available
[16:40:43.963] [22.240s] [INFO] Heuristic: No actions available
[16:40:43.983] [22.260s] [INFO] Heuristic: No actions available
[16:40:44.003] [22.280s] [INFO] Heuristic: No actions available
[16:40:44.024] [22.300s] [INFO] Heuristic: No actions available
[16:40:44.043] [22.320s] [INFO] Heuristic: No actions available
[16:40:44.063] [22.340s] [INFO] Heuristic: No actions available
[16:40:44.083] [22.360s] [INFO] Heuristic: No actions available
[16:40:44.103] [22.380s] [INFO] Heuristic: No actions available
[16:40:44.123] [22.400s] [INFO] Heuristic: No actions available
[16:40:44.142] [22.420s] [INFO] Heuristic: No actions available
[16:40:44.164] [22.440s] [INFO] Heuristic: No actions available
[16:40:44.183] [22.460s] [INFO] Heuristic: No actions available
[16:40:44.204] [22.480s] [INFO] Heuristic: No actions available
[16:40:44.223] [22.500s] [INFO] Heuristic: No actions available
[16:40:44.243] [22.520s] [INFO] Heuristic: No actions available
[16:40:44.263] [22.540s] [INFO] Heuristic: No actions available
[16:40:44.282] [22.560s] [INFO] Heuristic: No actions available
[16:40:44.303] [22.580s] [INFO] Heuristic: No actions available
[16:40:44.321] [22.600s] [INFO] Heuristic: No actions available
[16:40:44.342] [22.620s] [INFO] Heuristic: No actions available
[16:40:44.363] [22.640s] [INFO] Heuristic: No actions available
[16:40:44.382] [22.660s] [INFO] Heuristic: No actions available
[16:40:44.402] [22.680s] [INFO] Heuristic: No actions available
[16:40:44.423] [22.700s] [INFO] Heuristic: No actions available
[16:40:44.443] [22.720s] [INFO] Heuristic: No actions available
[16:40:44.464] [22.740s] [INFO] Heuristic: No actions available
[16:40:44.482] [22.760s] [INFO] Heuristic: No actions available
[16:40:44.503] [22.780s] [INFO] Heuristic: No actions available
[16:40:44.523] [22.800s] [INFO] Heuristic: No actions available
[16:40:44.543] [22.820s] [INFO] Heuristic: No actions available
[16:40:44.564] [22.840s] [INFO] Heuristic: No actions available
[16:40:44.583] [22.860s] [INFO] Heuristic: No actions available
[16:40:44.602] [22.880s] [INFO] Heuristic: No actions available
[16:40:44.623] [22.900s] [INFO] Heuristic: No actions available
[16:40:44.643] [22.920s] [INFO] Observations - Money: 0, Lives: 20, Wave: 1, Enemies: 1
[16:40:44.644] [22.920s] [INFO] Heuristic: No actions available
[16:40:44.663] [22.940s] [INFO] Heuristic: No actions available
[16:40:44.684] [22.960s] [INFO] Heuristic: No actions available
[16:40:44.690] [22.967s] [INFO] Spawned enemy: RunnerEnemy(Clone) with tag: Enemy at position: (-8.06, 6.36, 0.00)
[16:40:44.690] [22.967s] [INFO] Enemies alive: 2
[16:40:44.690] [22.967s] [INFO] Set initial target for RunnerEnemy(Clone): Waypoint (0), total waypoints: 4
[16:40:44.691] [22.967s] [INFO] Enemy RunnerEnemy(Clone) starting movement with speed 1.8, target: Waypoint (0)
[16:40:44.693] [22.971s] [INFO] Enemy RunnerEnemy(Clone) moving to waypoint 1: Waypoint (1)
[16:40:44.702] [22.980s] [INFO] Heuristic: No actions available
[16:40:44.723] [23.000s] [INFO] Heuristic: No actions available
[16:40:44.744] [23.020s] [INFO] Heuristic: No actions available
[16:40:44.762] [23.040s] [INFO] Heuristic: No actions available
[16:40:44.782] [23.060s] [INFO] Heuristic: No actions available
[16:40:44.803] [23.080s] [INFO] Heuristic: No actions available
[16:40:44.823] [23.100s] [INFO] Heuristic: No actions available
[16:40:44.843] [23.120s] [INFO] Heuristic: No actions available
[16:40:44.864] [23.140s] [INFO] Heuristic: No actions available
[16:40:44.883] [23.160s] [INFO] Heuristic: No actions available
[16:40:44.904] [23.180s] [INFO] Heuristic: No actions available
[16:40:44.923] [23.200s] [INFO] Heuristic: No actions available
[16:40:44.942] [23.220s] [INFO] Heuristic: No actions available
[16:40:44.962] [23.240s] [INFO] Heuristic: No actions available
[16:40:44.983] [23.260s] [INFO] Heuristic: No actions available
[16:40:45.002] [23.280s] [INFO] Heuristic: No actions available
[16:40:45.022] [23.300s] [INFO] Heuristic: No actions available
[16:40:45.043] [23.320s] [INFO] Heuristic: No actions available
[16:40:45.064] [23.340s] [INFO] Heuristic: No actions available
[16:40:45.082] [23.360s] [INFO] Heuristic: No actions available
[16:40:45.103] [23.380s] [INFO] Heuristic: No actions available
[16:40:45.123] [23.400s] [INFO] Heuristic: No actions available
[16:40:45.143] [23.420s] [INFO] Heuristic: No actions available
[16:40:45.164] [23.440s] [INFO] Heuristic: No actions available
[16:40:45.183] [23.460s] [INFO] Heuristic: No actions available
[16:40:45.202] [23.480s] [INFO] Heuristic: No actions available
[16:40:45.222] [23.500s] [INFO] Heuristic: No actions available
[16:40:45.244] [23.520s] [INFO] Heuristic: No actions available
[16:40:45.263] [23.540s] [INFO] Heuristic: No actions available
[16:40:45.283] [23.560s] [INFO] Heuristic: No actions available
[16:40:45.303] [23.580s] [INFO] Heuristic: No actions available
[16:40:45.323] [23.600s] [INFO] Heuristic: No actions available
[16:40:45.342] [23.620s] [INFO] Heuristic: No actions available
[16:40:45.362] [23.640s] [INFO] Heuristic: No actions available
[16:40:45.383] [23.660s] [INFO] Heuristic: No actions available
[16:40:45.403] [23.680s] [INFO] Heuristic: No actions available
[16:40:45.423] [23.700s] [INFO] Heuristic: No actions available
[16:40:45.443] [23.720s] [INFO] Heuristic: No actions available
[16:40:45.463] [23.740s] [INFO] Heuristic: No actions available
[16:40:45.483] [23.760s] [INFO] Heuristic: No actions available
[16:40:45.504] [23.780s] [INFO] Heuristic: No actions available
[16:40:45.524] [23.800s] [INFO] Heuristic: No actions available
[16:40:45.544] [23.820s] [INFO] Heuristic: No actions available
[16:40:45.562] [23.840s] [INFO] Heuristic: No actions available
[16:40:45.582] [23.860s] [INFO] Heuristic: No actions available
[16:40:45.602] [23.880s] [INFO] Heuristic: No actions available
[16:40:45.622] [23.900s] [INFO] Heuristic: No actions available
[16:40:45.643] [23.920s] [INFO] Heuristic: No actions available
[16:40:45.663] [23.940s] [INFO] Heuristic: No actions available
[16:40:45.683] [23.960s] [INFO] Heuristic: No actions available
[16:40:45.690] [23.967s] [INFO] Spawned enemy: RunnerEnemy(Clone) with tag: Enemy at position: (-8.06, 6.36, 0.00)
[16:40:45.691] [23.967s] [INFO] Enemies alive: 3
[16:40:45.691] [23.967s] [INFO] Set initial target for RunnerEnemy(Clone): Waypoint (0), total waypoints: 4
[16:40:45.692] [23.967s] [INFO] Enemy RunnerEnemy(Clone) starting movement with speed 1.8, target: Waypoint (0)
[16:40:45.694] [23.972s] [INFO] Enemy RunnerEnemy(Clone) moving to waypoint 1: Waypoint (1)
[16:40:45.702] [23.980s] [INFO] Heuristic: No actions available
[16:40:45.723] [24.000s] [INFO] Heuristic: No actions available
[16:40:45.743] [24.020s] [INFO] Heuristic: No actions available
[16:40:45.764] [24.040s] [INFO] Heuristic: No actions available
[16:40:45.783] [24.060s] [INFO] Heuristic: No actions available
[16:40:45.803] [24.080s] [INFO] Heuristic: No actions available
[16:40:45.825] [24.100s] [INFO] Heuristic: No actions available
[16:40:45.844] [24.120s] [INFO] Heuristic: No actions available
[16:40:45.862] [24.140s] [INFO] Heuristic: No actions available
[16:40:45.883] [24.160s] [INFO] Heuristic: No actions available
[16:40:45.902] [24.180s] [INFO] Heuristic: No actions available
[16:40:45.923] [24.200s] [INFO] Heuristic: No actions available
[16:40:45.942] [24.220s] [INFO] Heuristic: No actions available
[16:40:45.962] [24.240s] [INFO] Heuristic: No actions available
[16:40:45.983] [24.260s] [INFO] Heuristic: No actions available
[16:40:46.003] [24.280s] [INFO] Heuristic: No actions available
[16:40:46.023] [24.300s] [INFO] Heuristic: No actions available
[16:40:46.043] [24.320s] [INFO] Heuristic: No actions available
[16:40:46.062] [24.340s] [INFO] Heuristic: No actions available
[16:40:46.084] [24.360s] [INFO] Heuristic: No actions available
[16:40:46.103] [24.380s] [INFO] Heuristic: No actions available
[16:40:46.123] [24.400s] [INFO] Heuristic: No actions available
[16:40:46.143] [24.420s] [INFO] Heuristic: No actions available
[16:40:46.164] [24.440s] [INFO] Heuristic: No actions available
[16:40:46.182] [24.460s] [INFO] Heuristic: No actions available
[16:40:46.202] [24.480s] [INFO] Heuristic: No actions available
[16:40:46.224] [24.500s] [INFO] Heuristic: No actions available
[16:40:46.243] [24.520s] [INFO] Heuristic: No actions available
[16:40:46.263] [24.540s] [INFO] Heuristic: No actions available
[16:40:46.282] [24.560s] [INFO] Heuristic: No actions available
[16:40:46.302] [24.580s] [INFO] Heuristic: No actions available
[16:40:46.323] [24.600s] [INFO] Heuristic: No actions available
[16:40:46.342] [24.620s] [INFO] Heuristic: No actions available
[16:40:46.363] [24.640s] [INFO] Heuristic: No actions available
[16:40:46.383] [24.660s] [INFO] Heuristic: No actions available
[16:40:46.403] [24.680s] [INFO] Heuristic: No actions available
[16:40:46.423] [24.700s] [INFO] Heuristic: No actions available
[16:40:46.444] [24.720s] [INFO] Heuristic: No actions available
[16:40:46.464] [24.740s] [INFO] Heuristic: No actions available
[16:40:46.484] [24.760s] [INFO] Heuristic: No actions available
[16:40:46.503] [24.780s] [INFO] Heuristic: No actions available
[16:40:46.523] [24.800s] [INFO] Heuristic: No actions available
[16:40:46.542] [24.820s] [INFO] Heuristic: No actions available
[16:40:46.564] [24.840s] [INFO] Heuristic: No actions available
[16:40:46.584] [24.860s] [INFO] Heuristic: No actions available
[16:40:46.603] [24.880s] [INFO] Heuristic: No actions available
[16:40:46.623] [24.900s] [INFO] Heuristic: No actions available
[16:40:46.643] [24.920s] [INFO] Heuristic: No actions available
[16:40:46.664] [24.940s] [INFO] Heuristic: No actions available
[16:40:46.682] [24.960s] [INFO] Heuristic: No actions available
[16:40:46.689] [24.968s] [INFO] Spawned enemy: RunnerEnemy(Clone) with tag: Enemy at position: (-8.06, 6.36, 0.00)
[16:40:46.691] [24.968s] [INFO] Enemies alive: 4
[16:40:46.691] [24.968s] [INFO] Set initial target for RunnerEnemy(Clone): Waypoint (0), total waypoints: 4
[16:40:46.692] [24.968s] [INFO] Enemy RunnerEnemy(Clone) starting movement with speed 1.8, target: Waypoint (0)
[16:40:46.695] [24.973s] [INFO] Enemy RunnerEnemy(Clone) moving to waypoint 1: Waypoint (1)
[16:40:46.702] [24.980s] [INFO] Heuristic: No actions available
[16:40:46.722] [25.000s] [INFO] Heuristic: No actions available
[16:40:46.743] [25.020s] [INFO] Heuristic: No actions available
[16:40:46.764] [25.040s] [INFO] Heuristic: No actions available
[16:40:46.783] [25.060s] [INFO] Heuristic: No actions available
[16:40:46.803] [25.080s] [INFO] Heuristic: No actions available
[16:40:46.823] [25.100s] [INFO] Heuristic: No actions available
[16:40:46.843] [25.120s] [INFO] Heuristic: No actions available
[16:40:46.863] [25.140s] [INFO] Heuristic: No actions available
[16:40:46.884] [25.160s] [INFO] Heuristic: No actions available
[16:40:46.903] [25.180s] [INFO] Heuristic: No actions available
[16:40:46.923] [25.200s] [INFO] Heuristic: No actions available
[16:40:46.944] [25.220s] [INFO] Heuristic: No actions available
[16:40:46.963] [25.240s] [INFO] Heuristic: No actions available
[16:40:46.983] [25.260s] [INFO] Heuristic: No actions available
[16:40:47.003] [25.280s] [INFO] Heuristic: No actions available
[16:40:47.006] [25.284s] [INFO] Enemy RunnerEnemy(Clone) moving to waypoint 2: Waypoint (2)
[16:40:47.023] [25.300s] [INFO] Heuristic: No actions available
[16:40:47.042] [25.320s] [INFO] Heuristic: No actions available
[16:40:47.063] [25.340s] [INFO] Heuristic: No actions available
[16:40:47.083] [25.360s] [INFO] Heuristic: No actions available
[16:40:47.102] [25.380s] [INFO] Heuristic: No actions available
[16:40:47.122] [25.400s] [INFO] Heuristic: No actions available
[16:40:47.142] [25.420s] [INFO] Heuristic: No actions available
[16:40:47.163] [25.440s] [INFO] Heuristic: No actions available
[16:40:47.182] [25.460s] [INFO] Heuristic: No actions available
[16:40:47.204] [25.480s] [INFO] Heuristic: No actions available
[16:40:47.222] [25.500s] [INFO] Observations - Money: 0, Lives: 20, Wave: 1, Enemies: 4
[16:40:47.224] [25.500s] [INFO] Heuristic: No actions available
[16:40:47.242] [25.520s] [INFO] Heuristic: No actions available
[16:40:47.264] [25.540s] [INFO] Heuristic: No actions available
[16:40:47.282] [25.560s] [INFO] Heuristic: No actions available
[16:40:47.303] [25.580s] [INFO] Heuristic: No actions available
[16:40:47.323] [25.600s] [INFO] Observations - Money: 0, Lives: 20, Wave: 1, Enemies: 4
[16:40:47.324] [25.600s] [INFO] Heuristic: No actions available
[16:40:47.343] [25.620s] [INFO] Heuristic: No actions available
[16:40:47.363] [25.640s] [INFO] Heuristic: No actions available
[16:40:47.383] [25.660s] [INFO] Heuristic: No actions available
[16:40:47.402] [25.680s] [INFO] Heuristic: No actions available
[16:40:47.423] [25.700s] [INFO] Heuristic: No actions available
[16:40:47.444] [25.720s] [INFO] Heuristic: No actions available
[16:40:47.463] [25.740s] [INFO] Heuristic: No actions available
[16:40:47.482] [25.760s] [INFO] Heuristic: No actions available
[16:40:47.502] [25.780s] [INFO] Heuristic: No actions available
[16:40:47.523] [25.800s] [INFO] Heuristic: No actions available
[16:40:47.543] [25.820s] [INFO] Heuristic: No actions available
[16:40:47.563] [25.840s] [INFO] Heuristic: No actions available
[16:40:47.583] [25.860s] [INFO] Heuristic: No actions available
[16:40:47.603] [25.880s] [INFO] Heuristic: No actions available
[16:40:47.622] [25.900s] [INFO] Heuristic: No actions available
[16:40:47.643] [25.920s] [INFO] Heuristic: No actions available
[16:40:47.662] [25.940s] [INFO] Heuristic: No actions available
[16:40:47.682] [25.960s] [INFO] Heuristic: No actions available
[16:40:47.691] [25.969s] [INFO] Spawned enemy: RunnerEnemy(Clone) with tag: Enemy at position: (-8.06, 6.36, 0.00)
[16:40:47.693] [25.969s] [INFO] Enemies alive: 5
[16:40:47.694] [25.969s] [INFO] Set initial target for RunnerEnemy(Clone): Waypoint (0), total waypoints: 4
[16:40:47.694] [25.969s] [INFO] Enemy RunnerEnemy(Clone) starting movement with speed 1.8, target: Waypoint (0)
[16:40:47.697] [25.975s] [INFO] Enemy RunnerEnemy(Clone) moving to waypoint 1: Waypoint (1)
[16:40:47.703] [25.980s] [INFO] Heuristic: No actions available
[16:40:47.724] [26.000s] [INFO] Heuristic: No actions available
[16:40:47.743] [26.020s] [INFO] Heuristic: No actions available
[16:40:47.762] [26.040s] [INFO] Heuristic: No actions available
[16:40:47.784] [26.060s] [INFO] Heuristic: No actions available
[16:40:47.802] [26.080s] [INFO] Heuristic: No actions available
[16:40:47.823] [26.100s] [INFO] Heuristic: No actions available
[16:40:47.843] [26.120s] [INFO] Heuristic: No actions available
[16:40:47.863] [26.140s] [INFO] Heuristic: No actions available
[16:40:47.883] [26.160s] [INFO] Heuristic: No actions available
[16:40:47.903] [26.180s] [INFO] Heuristic: No actions available
[16:40:47.924] [26.200s] [INFO] Observations - Money: 0, Lives: 20, Wave: 1, Enemies: 5
[16:40:47.924] [26.200s] [INFO] Heuristic: No actions available
[16:40:47.943] [26.220s] [INFO] Heuristic: No actions available
[16:40:47.963] [26.240s] [INFO] Heuristic: No actions available
[16:40:47.984] [26.260s] [INFO] Heuristic: No actions available
[16:40:48.004] [26.280s] [INFO] Heuristic: No actions available
[16:40:48.007] [26.284s] [INFO] Enemy RunnerEnemy(Clone) moving to waypoint 2: Waypoint (2)
[16:40:48.023] [26.300s] [INFO] Heuristic: No actions available
[16:40:48.043] [26.320s] [INFO] Heuristic: No actions available
[16:40:48.064] [26.340s] [INFO] Heuristic: No actions available
[16:40:48.082] [26.360s] [INFO] Heuristic: No actions available
[16:40:48.104] [26.380s] [INFO] Heuristic: No actions available
[16:40:48.124] [26.400s] [INFO] Heuristic: No actions available
[16:40:48.144] [26.420s] [INFO] Heuristic: No actions available
[16:40:48.163] [26.440s] [INFO] Heuristic: No actions available
[16:40:48.184] [26.460s] [INFO] Heuristic: No actions available
[16:40:48.203] [26.480s] [INFO] Heuristic: No actions available
[16:40:48.224] [26.500s] [INFO] Heuristic: No actions available
[16:40:48.243] [26.520s] [INFO] Heuristic: No actions available
[16:40:48.263] [26.540s] [INFO] Heuristic: No actions available
[16:40:48.283] [26.560s] [INFO] Heuristic: No actions available
[16:40:48.303] [26.580s] [INFO] Heuristic: No actions available
[16:40:48.323] [26.600s] [INFO] Heuristic: No actions available
[16:40:48.344] [26.620s] [INFO] Heuristic: No actions available
[16:40:48.364] [26.640s] [INFO] Heuristic: No actions available
[16:40:48.384] [26.660s] [INFO] Heuristic: No actions available
[16:40:48.403] [26.680s] [INFO] Heuristic: No actions available
[16:40:48.422] [26.700s] [INFO] Heuristic: No actions available
[16:40:48.443] [26.720s] [INFO] Heuristic: No actions available
[16:40:48.463] [26.740s] [INFO] Heuristic: No actions available
[16:40:48.482] [26.760s] [INFO] Heuristic: No actions available
[16:40:48.503] [26.780s] [INFO] Heuristic: No actions available
[16:40:48.524] [26.800s] [INFO] Heuristic: No actions available
[16:40:48.543] [26.820s] [INFO] Heuristic: No actions available
[16:40:48.562] [26.840s] [INFO] Heuristic: No actions available
[16:40:48.583] [26.860s] [INFO] Heuristic: No actions available
[16:40:48.602] [26.880s] [INFO] Heuristic: No actions available
[16:40:48.622] [26.900s] [INFO] Heuristic: No actions available
[16:40:48.643] [26.920s] [INFO] Heuristic: No actions available
[16:40:48.662] [26.940s] [INFO] Heuristic: No actions available
[16:40:48.683] [26.960s] [INFO] Heuristic: No actions available
[16:40:48.691] [26.969s] [INFO] Spawned enemy: RunnerEnemy(Clone) with tag: Enemy at position: (-8.06, 6.36, 0.00)
[16:40:48.692] [26.969s] [INFO] Enemies alive: 6
[16:40:48.693] [26.969s] [INFO] Set initial target for RunnerEnemy(Clone): Waypoint (0), total waypoints: 4
[16:40:48.693] [26.969s] [INFO] Enemy RunnerEnemy(Clone) starting movement with speed 1.8, target: Waypoint (0)
[16:40:48.695] [26.973s] [INFO] Enemy RunnerEnemy(Clone) moving to waypoint 1: Waypoint (1)
[16:40:48.703] [26.980s] [INFO] Heuristic: No actions available
[16:40:48.723] [27.000s] [INFO] Heuristic: No actions available
[16:40:48.743] [27.020s] [INFO] Heuristic: No actions available
[16:40:48.764] [27.040s] [INFO] Heuristic: No actions available
[16:40:48.783] [27.060s] [INFO] Heuristic: No actions available
[16:40:48.803] [27.080s] [INFO] Heuristic: No actions available
[16:40:48.822] [27.100s] [INFO] Heuristic: No actions available
[16:40:48.843] [27.120s] [INFO] Heuristic: No actions available
[16:40:48.863] [27.140s] [INFO] Heuristic: No actions available
[16:40:48.883] [27.160s] [INFO] Heuristic: No actions available
[16:40:48.904] [27.180s] [INFO] Heuristic: No actions available
[16:40:48.924] [27.200s] [INFO] Heuristic: No actions available
[16:40:48.943] [27.220s] [INFO] Heuristic: No actions available
[16:40:48.964] [27.240s] [INFO] Heuristic: No actions available
[16:40:48.983] [27.260s] [INFO] Heuristic: No actions available
[16:40:49.002] [27.280s] [INFO] Heuristic: No actions available
[16:40:49.007] [27.285s] [INFO] Enemy RunnerEnemy(Clone) moving to waypoint 2: Waypoint (2)
[16:40:49.024] [27.300s] [INFO] Heuristic: No actions available
[16:40:49.044] [27.320s] [INFO] Heuristic: No actions available
[16:40:49.064] [27.340s] [INFO] Heuristic: No actions available
[16:40:49.083] [27.360s] [INFO] Heuristic: No actions available
[16:40:49.103] [27.380s] [INFO] Heuristic: No actions available
[16:40:49.124] [27.400s] [INFO] Heuristic: No actions available
[16:40:49.142] [27.420s] [INFO] Heuristic: No actions available
[16:40:49.163] [27.440s] [INFO] Heuristic: No actions available
[16:40:49.184] [27.460s] [INFO] Heuristic: No actions available
[16:40:49.203] [27.480s] [INFO] Heuristic: No actions available
[16:40:49.222] [27.500s] [INFO] Heuristic: No actions available
[16:40:49.243] [27.520s] [INFO] Heuristic: No actions available
[16:40:49.263] [27.540s] [INFO] Heuristic: No actions available
[16:40:49.284] [27.560s] [INFO] Heuristic: No actions available
[16:40:49.304] [27.580s] [INFO] Observations - Money: 0, Lives: 20, Wave: 1, Enemies: 6
[16:40:49.304] [27.580s] [INFO] Heuristic: No actions available
[16:40:49.323] [27.600s] [INFO] Heuristic: No actions available
[16:40:49.343] [27.620s] [INFO] Heuristic: No actions available
[16:40:49.363] [27.640s] [INFO] Heuristic: No actions available
[16:40:49.383] [27.660s] [INFO] Heuristic: No actions available
[16:40:49.403] [27.680s] [INFO] Heuristic: No actions available
[16:40:49.423] [27.700s] [INFO] Heuristic: No actions available
[16:40:49.444] [27.720s] [INFO] Heuristic: No actions available
[16:40:49.464] [27.740s] [INFO] Heuristic: No actions available
[16:40:49.482] [27.760s] [INFO] Heuristic: No actions available
[16:40:49.502] [27.780s] [INFO] Heuristic: No actions available
[16:40:49.522] [27.800s] [INFO] Heuristic: No actions available
[16:40:49.544] [27.820s] [INFO] Heuristic: No actions available
[16:40:49.563] [27.840s] [INFO] Heuristic: No actions available
[16:40:49.583] [27.860s] [INFO] Heuristic: No actions available
[16:40:49.603] [27.880s] [INFO] Heuristic: No actions available
[16:40:49.623] [27.900s] [INFO] Heuristic: No actions available
[16:40:49.643] [27.920s] [INFO] Heuristic: No actions available
[16:40:49.663] [27.940s] [INFO] Heuristic: No actions available
[16:40:49.683] [27.960s] [INFO] Heuristic: No actions available
[16:40:49.692] [27.970s] [INFO] Spawned enemy: RunnerEnemy(Clone) with tag: Enemy at position: (-8.06, 6.36, 0.00)
[16:40:49.692] [27.970s] [INFO] Enemies alive: 7
[16:40:49.694] [27.970s] [INFO] Set initial target for RunnerEnemy(Clone): Waypoint (0), total waypoints: 4
[16:40:49.695] [27.970s] [INFO] Enemy RunnerEnemy(Clone) starting movement with speed 1.8, target: Waypoint (0)
[16:40:49.697] [27.975s] [INFO] Enemy RunnerEnemy(Clone) moving to waypoint 1: Waypoint (1)
[16:40:49.703] [27.980s] [INFO] Heuristic: No actions available
[16:40:49.723] [28.000s] [INFO] Heuristic: No actions available
[16:40:49.743] [28.020s] [INFO] Heuristic: No actions available
[16:40:49.764] [28.040s] [INFO] Heuristic: No actions available
[16:40:49.782] [28.060s] [INFO] Heuristic: No actions available
[16:40:49.803] [28.080s] [INFO] Heuristic: No actions available
[16:40:49.823] [28.100s] [INFO] Heuristic: No actions available
